time,BH1x,BH1y,BH1z,L1x,L1y,L1z,BH2x,BH2y,BH2z,L2x,L2y,L2z
78.0,-2.8405664741447043,4.08703953403361,1,0,-1,1,2.8405664741447043,-4.08703953403361,1,0,1.5,0,
80.0,-3.0640485761363134,3.9218033356587925,1,0,-1,1,3.0640485761363134,-3.9218033356587925,1,0,1.5,0,
82.0,-3.277938461419724,3.7443589402061024,1,0,-1,1,3.277938461419724,-3.7443589402061024,1,0,1.5,0,
84.0,-3.481569875135497,3.5552621010438443,1,0,-1,1,3.481569875135497,-3.5552621010438443,1,0,1.5,0,
86.0,-3.674308700776244,3.3551048971399724,1,0,-1,1,3.674308700776244,-3.3551048971399724,1,0,1.5,0,
88.0,-3.8555549388434254,3.144513877965579,1,0,-1,1,3.8555549388434254,-3.144513877965579,1,0,1.5,0,
90.0,-4.02474457861632,2.9241481007237735,1,0,-1,1,4.02474457861632,-2.9241481007237735,1,0,1.5,0,
92.0,-4.181351357179364,2.6946970660517895,1,0,-1,1,4.181351357179364,-2.6946970660517895,1,0,1.5,0,
94.0,-4.324888400207017,2.456878558662049,1,0,-1,1,4.324888400207017,-2.456878558662049,1,0,1.5,0,
96.0,-4.454909739375575,2.2114363996856423,1,0,-1,1,4.454909739375575,-2.2114363996856423,1,0,1.5,0,
98.0,-4.571011701657623,1.9591381177582452,1,0,-1,1,4.571011701657623,-1.9591381177582452,1,0,1.5,0,
100.0,-4.672834166156092,1.7007725461429481,1,0,-1,1,4.672834166156092,-1.7007725461429481,1,0,1.5,0,
102.0,-4.760061684549673,1.4371473534161834,1,0,-1,1,4.760061684549673,-1.4371473534161834,1,0,1.5,0,
104.0,-4.832424461648539,1.1690865154510446,1,0,-1,1,4.832424461648539,-1.1690865154510446,1,0,1.5,0,
106.0,-4.889699192997508,0.8974277366161378,1,0,-1,1,4.889699192997508,-0.8974277366161378,1,0,1.5,0,
108.0,-4.931709756911527,0.6230198282672397,1,0,-1,1,4.931709756911527,-0.6230198282672397,1,0,1.5,0,
110.0,-4.9583277587844234,0.3467200527428047,1,0,-1,1,4.9583277587844234,-0.3467200527428047,1,0,1.5,0,
112.0,-4.9694729259746335,0.06939144118243352,1,0,-1,1,4.9694729259746335,-0.06939144118243352,1,0,1.5,0,
114.0,-4.9651133520398245,-0.20809990643059634,1,0,-1,1,4.9651133520398245,0.20809990643059634,1,0,1.5,0,
116.0,-4.945265589564276,-0.48488753054591527,1,0,-1,1,4.945265589564276,0.48488753054591527,1,0,1.5,0,
118.0,-4.909994591297421,-0.760107322155841,1,0,-1,1,4.909994591297421,0.760107322155841,1,0,1.5,0,
120.0,-4.859413499797201,-1.0329002252497828,1,0,-1,1,4.859413499797201,1.0329002252497828,1,0,1.5,0,
122.0,-4.793683286246678,-1.302414923148778,1,0,-1,1,4.793683286246678,1.302414923148778,1,0,1.5,0,
124.0,-4.713012239585077,-1.567810500306227,1,0,-1,1,4.713012239585077,1.567810500306227,1,0,1.5,0,
126.0,-4.617655307563543,-1.8282590712378624,1,0,-1,1,4.617655307563543,1.8282590712378624,1,0,1.5,0,
128.0,-4.507913291800011,-2.082948368347044,1,0,-1,1,4.507913291800011,2.082948368347044,1,0,1.5,0,
130.0,-4.384131899365292,-2.331084280540479,1,0,-1,1,4.384131899365292,2.331084280540479,1,0,1.5,0,
132.0,-4.24670065388215,-2.5718933346837307,1,0,-1,1,4.24670065388215,2.5718933346837307,1,0,1.5,0,
134.0,-4.0960516695596,-2.804625112125225,1,0,-1,1,4.0960516695596,2.804625112125225,1,0,1.5,0,
136.0,-3.9326582920143305,-3.0285545927211466,1,0,-1,1,3.9326582920143305,3.0285545927211466,1,0,1.5,0,
138.0,-3.7570336101488304,-3.2429844190209924,1,0,-1,1,3.7570336101488304,3.2429844190209924,1,0,1.5,0,
140.0,-3.569728843760033,-3.4472470735240996,1,0,-1,1,3.569728843760033,3.4472470735240996,1,0,1.5,0,
142.0,-3.3713316119419563,-3.6407069621901162,1,0,-1,1,3.3713316119419563,3.6407069621901162,1,0,1.5,0,
144.0,-3.1624640877195938,-3.82276239768055,1,0,-1,1,3.1624640877195938,3.82276239768055,1,0,1.5,0,
146.0,-2.943781044708005,-3.9928474761231305,1,0,-1,1,2.943781044708005,3.9928474761231305,1,0,1.5,0,
148.0,-2.715967801929169,-4.150433841524837,1,0,-1,1,2.715967801929169,4.150433841524837,1,0,1.5,0,
150.0,-2.4797380732384666,-4.2950323323119814,1,0,-1,1,2.4797380732384666,4.2950323323119814,1,0,1.5,0,
152.0,-2.2358317281118065,-4.426194504845707,1,0,-1,1,2.2358317281118065,4.426194504845707,1,0,1.5,0,
154.0,-1.9850124708222874,-4.543514029147285,1,0,-1,1,1.9850124708222874,4.543514029147285,1,0,1.5,0,
156.0,-1.7280654452912787,-4.646627952468731,1,0,-1,1,1.7280654452912787,4.646627952468731,1,0,1.5,0,
158.0,-1.4657947731316876,-4.73521782675906,1,0,-1,1,1.4657947731316876,4.73521782675906,1,0,1.5,0,
160.0,-1.1990210326107615,-4.809010696503702,1,0,-1,1,1.1990210326107615,4.809010696503702,1,0,1.5,0,
162.0,-0.9285786864448671,-4.8677799438529235,1,0,-1,1,0.9285786864448671,4.8677799438529235,1,0,1.5,0,
164.0,-0.6553134664990772,-4.911345988403105,1,0,-1,1,0.6553134664990772,4.911345988403105,1,0,1.5,0,
166.0,-0.3800797235993983,-4.939576839451061,1,0,-1,1,0.3800797235993983,4.939576839451061,1,0,1.5,0,
168.0,-0.10373775077469145,-4.952388499004748,1,0,-1,1,0.10373775077469145,4.952388499004748,1,0,1.5,0,
170.0,0.17284891167153388,-4.9497452143023075,1,0,-1,1,-0.17284891167153388,4.9497452143023075,1,0,1.5,0,
172.0,0.4488161808025512,-4.931659579063942,1,0,-1,1,-0.4488161808025512,4.931659579063942,1,0,1.5,0,
174.0,0.7233021369160033,-4.898192483176121,1,0,-1,1,-0.7233021369160033,4.898192483176121,1,0,1.5,0,
176.0,0.9954497221470727,-4.849452910983546,1,0,-1,1,-0.9954497221470727,4.849452910983546,1,0,1.5,0,
178.0,1.2644094233398746,-4.785597588839781,1,0,-1,1,-1.2644094233398746,4.785597588839781,1,0,1.5,0,
180.0,1.5293419307694065,-4.7068304830408225,1,0,-1,1,-1.5293419307694065,4.7068304830408225,1,0,1.5,0,
182.0,1.7894207643727942,-4.613402149735807,1,0,-1,1,-1.7894207643727942,4.613402149735807,1,0,1.5,0,
184.0,2.0438348592508824,-4.505608938873925,1,0,-1,1,-2.0438348592508824,4.505608938873925,1,0,1.5,0,
186.0,2.2917911023296864,-4.383792054705087,1,0,-1,1,-2.2917911023296864,4.383792054705087,1,0,1.5,0,
188.0,2.5325168122250603,-4.248336475802407,1,0,-1,1,-2.5325168122250603,4.248336475802407,1,0,1.5,0,
190.0,2.7652621545328446,-4.099669738015839,1,0,-1,1,-2.7652621545328446,4.099669738015839,1,0,1.5,0,
192.0,2.989302484970098,-3.938260584196788,1,0,-1,1,-2.989302484970098,3.938260584196788,1,0,1.5,0,
194.0,3.203940613020233,-3.764617484952029,1,0,-1,1,-3.203940613020233,3.764617484952029,1,0,1.5,0,
196.0,3.408508978985136,-3.579287035090321,1,0,-1,1,-3.408508978985136,3.579287035090321,1,0,1.5,0,
198.0,3.6023717376200177,-3.3828522308155704,1,0,-1,1,-3.6023717376200177,3.3828522308155704,1,0,1.5,0,
200.0,3.7849267418208496,-3.175930633094901,1,0,-1,1,-3.7849267418208496,3.175930633094901,1,0,1.5,0,
202.0,3.955607420148825,-2.9591724229875465,1,0,-1,1,-3.955607420148825,2.9591724229875465,1,0,1.5,0,
204.0,4.11388454231065,-2.733258355059659,1,0,-1,1,-4.11388454231065,2.733258355059659,1,0,1.5,0,
206.0,4.259267867066064,-2.498897615330252,1,0,-1,1,-4.259267867066064,2.498897615330252,1,0,1.5,0,
208.0,4.3913076674042335,-2.256825590493168,1,0,-1,1,-4.3913076674042335,2.256825590493168,1,0,1.5,0,
210.0,4.509596128217008,-2.007801555438523,1,0,-1,1,-4.509596128217008,2.007801555438523,1,0,1.5,0,
212.0,4.613768612098466,-1.7526062863534724,1,0,-1,1,-4.613768612098466,1.7526062863534724,1,0,1.5,0,
214.0,4.703504789315368,-1.492039606915676,1,0,-1,1,-4.703504789315368,1.492039606915676,1,0,1.5,0,
216.0,4.778529628420781,-1.2269178753026642,1,0,-1,1,-4.778529628420781,1.2269178753026642,1,0,1.5,0,
218.0,4.838614244421879,-0.9580714199258643,1,0,-1,1,-4.838614244421879,0.9580714199258643,1,0,1.5,0,
220.0,4.88357660186148,-0.6863419319586787,1,0,-1,1,-4.88357660186148,0.6863419319586787,1,0,1.5,0,
222.0,4.913282070629644,-0.41257982286321965,1,0,-1,1,-4.913282070629644,0.41257982286321965,1,0,1.5,0,
224.0,4.927643832785379,-0.1376415552296633,1,0,-1,1,-4.927643832785379,0.1376415552296633,1,0,1.5,0,
226.0,4.926623139137649,0.13761304467454488,1,0,-1,1,-4.926623139137649,-0.13761304467454488,1,0,1.5,0,
228.0,4.910229414807912,0.4123234841918184,1,0,-1,1,-4.910229414807912,-0.4123234841918184,1,0,1.5,0,
230.0,4.87852021347197,0.6856313029138392,1,0,-1,1,-4.87852021347197,-0.6856313029138392,1,0,1.5,0,
232.0,4.831601020455377,0.956682764185932,1,0,-1,1,-4.831601020455377,-0.956682764185932,1,0,1.5,0,
234.0,4.769624905332573,1.2246315310124554,1,0,-1,1,-4.769624905332573,-1.2246315310124554,1,0,1.5,0,
236.0,4.692792025153784,1.4886413179493438,1,0,-1,1,-4.692792025153784,-1.4886413179493438,1,0,1.5,0,
238.0,4.601348979894108,1.7478885106465443,1,0,-1,1,-4.601348979894108,-1.7478885106465443,1,0,1.5,0,
240.0,4.495588022184415,2.0015647448059712,1,0,-1,1,-4.495588022184415,-2.0015647448059712,1,0,1.5,0,
242.0,4.3758461238425985,2.2488794364494824,1,0,-1,1,-4.3758461238425985,-2.2488794364494824,1,0,1.5,0,
244.0,4.242503902174473,2.4890622555457727,1,0,-1,1,-4.242503902174473,-2.4890622555457727,1,0,1.5,0,
246.0,4.095984409455165,2.721365535224598,1,0,-1,1,-4.095984409455165,-2.721365535224598,1,0,1.5,0,
248.0,3.9367517894325093,2.945066609010771,1,0,-1,1,-3.9367517894325093,-2.945066609010771,1,0,1.5,0,
250.0,3.765309805112591,3.1594700687381696,1,0,-1,1,-3.765309805112591,-3.1594700687381696,1,0,1.5,0,
252.0,3.582200242492662,3.3639099360551876,1,0,-1,1,-3.582200242492662,-3.3639099360551876,1,0,1.5,0,
254.0,3.3880011952971,3.557751740706303,1,0,-1,1,-3.3880011952971,-3.557751740706303,1,0,1.5,0,
256.0,3.1833252361464934,3.7403944990694695,1,0,-1,1,-3.1833252361464934,-3.7403944990694695,1,0,1.5,0,
258.0,2.968817479947214,3.9112725867444342,1,0,-1,1,-2.968817479947214,-3.9112725867444342,1,0,1.5,0,
260.0,2.7451535456278515,4.069857499322212,1,0,-1,1,-2.7451535456278515,-4.069857499322212,1,0,1.5,0,
262.0,2.513037422668501,4.215659495819487,1,0,-1,1,-2.513037422668501,-4.215659495819487,1,0,1.5,0,
264.0,2.273199249168207,4.348229119632743,1,0,-1,1,-2.273199249168207,-4.348229119632743,1,0,1.5,0,
266.0,2.0263930084737605,4.467158592254091,1,0,-1,1,-2.0263930084737605,-4.467158592254091,1,0,1.5,0,
268.0,1.77339415164888,4.572083075393101,1,0,-1,1,-1.77339415164888,-4.572083075393101,1,0,1.5,0,
270.0,1.5149971532954667,4.662681797564827,1,0,-1,1,-1.5149971532954667,-4.662681797564827,1,0,1.5,0,
272.0,1.2520130084477374,4.7386790416326745,1,0,-1,1,-1.2520130084477374,-4.7386790416326745,1,0,1.5,0,
274.0,0.9852666784444941,4.799844990234275,1,0,-1,1,-0.9852666784444941,-4.799844990234275,1,0,1.5,0,
276.0,0.7155944938444978,4.845996426467626,1,0,-1,1,-0.7155944938444978,-4.845996426467626,1,0,1.5,0,
278.0,0.4438415225839489,4.876997287672262,1,0,-1,1,-0.4438415225839489,-4.876997287672262,1,0,1.5,0,
280.0,0.17085891168323422,4.892759070604416,1,0,-1,1,-0.17085891168323422,-4.892759070604416,1,0,1.5,0,
282.0,-0.10249878910799184,4.893241086774777,1,0,-1,1,0.10249878910799184,-4.893241086774777,1,0,1.5,0,
284.0,-0.3753763132830016,4.878450567190863,1,0,-1,1,0.3753763132830016,-4.878450567190863,1,0,1.5,0,
286.0,-0.6469203646944223,4.848442616221879,1,0,-1,1,0.6469203646944223,-4.848442616221879,1,0,1.5,0,
288.0,-0.9162822973400396,4.803320014780607,1,0,-1,1,0.9162822973400396,-4.803320014780607,1,0,1.5,0,
290.0,-1.1826207793681025,4.743232873492877,1,0,-1,1,1.1826207793681025,-4.743232873492877,1,0,1.5,0,
292.0,-1.4451044329039748,4.668378136999037,1,0,-1,1,1.4451044329039748,-4.668378136999037,1,0,1.5,0,
294.0,-1.7029144413782866,4.578998941002056,1,0,-1,1,1.7029144413782866,-4.578998941002056,1,0,1.5,0,
296.0,-1.955247116141356,4.475383824141901,1,0,-1,1,1.955247116141356,-4.475383824141901,1,0,1.5,0,
298.0,-2.2013164142792814,4.357865797234255,1,0,-1,1,2.2013164142792814,-4.357865797234255,1,0,1.5,0,
300.0,-2.440356399703315,4.226821272861995,1,0,-1,1,2.440356399703315,-4.226821272861995,1,0,1.5,0,
302.0,-2.6716236397654285,4.0826688587486215,1,0,-1,1,2.6716236397654285,-4.0826688587486215,1,0,1.5,0,
304.0,-2.8943995298587977,3.9258680187727832,1,0,-1,1,2.8943995298587977,-3.9258680187727832,1,0,1.5,0,
306.0,-3.1079925386916565,3.756917605900621,1,0,-1,1,3.1079925386916565,-3.756917605900621,1,0,1.5,0,
308.0,-3.311740367175668,3.576354271716805,1,0,-1,1,3.311740367175668,-3.576354271716805,1,0,1.5,0,
310.0,-3.505012014145352,3.3847507576241034,1,0,-1,1,3.505012014145352,-3.3847507576241034,1,0,1.5,0,
312.0,-3.6872097424214787,3.1827140731545356,1,0,-1,1,3.6872097424214787,-3.1827140731545356,1,0,1.5,0,
314.0,-3.8577709390486796,2.9708835671908123,1,0,-1,1,3.8577709390486796,-2.9708835671908123,1,0,1.5,0,
316.0,-4.0161698638740795,2.7499288982340575,1,0,-1,1,4.0161698638740795,-2.7499288982340575,1,0,1.5,0,
318.0,-4.161919280988938,2.520547910171632,1,0,-1,1,4.161919280988938,-2.520547910171632,1,0,1.5,0,
320.0,-4.294571967927682,2.283464420296147,1,0,-1,1,4.294571967927682,-2.283464420296147,1,0,1.5,0,
322.0,-4.4137220979073275,2.039425926602588,1,0,-1,1,4.4137220979073275,-2.039425926602588,1,0,1.5,0,
324.0,-4.51900649079371,1.7892012416439314,1,0,-1,1,4.51900649079371,-1.7892012416439314,1,0,1.5,0,
326.0,-4.610105728898129,1.5335780604560234,1,0,-1,1,4.610105728898129,-1.5335780604560234,1,0,1.5,0,
328.0,-4.686745134137326,1.2733604702689272,1,0,-1,1,4.686745134137326,-1.2733604702689272,1,0,1.5,0,
330.0,-4.748695603530102,1.0093664099039081,1,0,-1,1,4.748695603530102,-1.0093664099039081,1,0,1.5,0,
332.0,-4.7957743004537186,0.7424250869120467,1,0,-1,1,4.7957743004537186,-0.7424250869120467,1,0,1.5,0,
334.0,-4.827845199541201,0.47337436064171756,1,0,-1,1,4.827845199541201,-0.47337436064171756,1,0,1.5,0,
336.0,-4.844819483565254,0.2030580995273445,1,0,-1,1,4.844819483565254,-0.2030580995273445,1,0,1.5,0,
338.0,-4.84665579112427,-0.06767647902928264,1,0,-1,1,4.84665579112427,0.06767647902928264,1,0,1.5,0,
340.0,-4.833360314419384,-0.3379814777616336,1,0,-1,1,4.833360314419384,0.3379814777616336,1,0,1.5,0,
342.0,-4.80498674688708,-0.6070109891760355,1,0,-1,1,4.80498674688708,0.6070109891760355,1,0,1.5,0,
344.0,-4.761636080928144,-0.8739237572766738,1,0,-1,1,4.761636080928144,0.8739237572766738,1,0,1.5,0,
346.0,-4.703456256449145,-1.1378858229586721,1,0,-1,1,4.703456256449145,1.1378858229586721,1,0,1.5,0,
348.0,-4.630641661405598,-1.3980731447049268,1,0,-1,1,4.630641661405598,1.3980731447049268,1,0,1.5,0,
350.0,-4.543432486005127,-1.6536741863039564,1,0,-1,1,4.543432486005127,1.6536741863039564,1,0,1.5,0,
352.0,-4.4421139326926165,-1.9038924634139835,1,0,-1,1,4.4421139326926165,1.9038924634139835,1,0,1.5,0,
354.0,-4.32701528449629,-2.147949040932184,1,0,-1,1,4.32701528449629,2.147949040932184,1,0,1.5,0,
356.0,-4.198508834762138,-2.3850849732877535,1,0,-1,1,4.198508834762138,2.3850849732877535,1,0,1.5,0,
358.0,-4.057008681742968,-2.6145636799616225,1,0,-1,1,4.057008681742968,2.6145636799616225,1,0,1.5,0,
360.0,-3.9029693919360255,-2.835673248744744,1,0,-1,1,3.9029693919360255,2.835673248744744,1,0,1.5,0,
362.0,-3.736884536478264,-3.0477286594795054,1,0,-1,1,3.736884536478264,3.0477286594795054,1,0,1.5,0,
364.0,-3.5592851053096917,-3.2500739212845824,1,0,-1,1,3.5592851053096917,3.2500739212845824,1,0,1.5,0,
366.0,-3.3707378042014384,-3.4420841165414577,1,0,-1,1,3.3707378042014384,3.4420841165414577,1,0,1.5,0,
368.0,-3.17184324011507,-3.623167345220159,1,0,-1,1,3.17184324011507,3.623167345220159,1,0,1.5,0,
370.0,-2.963234000712019,-3.792766563441368,1,0,-1,1,2.963234000712019,3.792766563441368,1,0,1.5,0,
372.0,-2.7455726341657347,-3.9503613105110946,1,0,-1,1,2.7455726341657347,3.9503613105110946,1,0,1.5,0,
374.0,-2.5195495357431503,-4.095469319021327,1,0,-1,1,2.5195495357431503,4.095469319021327,1,0,1.5,0,
376.0,-2.2858807479153644,-4.227648002984488,1,0,-1,1,2.2858807479153644,4.227648002984488,1,0,1.5,0,
378.0,-2.0453056810290997,-4.346495819359802,1,0,-1,1,2.0453056810290997,4.346495819359802,1,0,1.5,0,
380.0,-1.7985847618196429,-4.451653498734682,1,0,-1,1,1.7985847618196429,4.451653498734682,1,0,1.5,0,
382.0,-1.5464970172718164,-4.542805141342555,1,0,-1,1,1.5464970172718164,4.542805141342555,1,0,1.5,0,
384.0,-1.2898376015373723,-4.619679175028984,1,0,-1,1,1.2898376015373723,4.619679175028984,1,0,1.5,0,
386.0,-1.029415273794341,-4.682049172218947,1,0,-1,1,1.029415273794341,4.682049172218947,1,0,1.5,0,
388.0,-0.7660498350858468,-4.729734523388479,1,0,-1,1,0.7660498350858468,4.729734523388479,1,0,1.5,0,
390.0,-0.5005695323020952,-4.762600965001914,1,0,-1,1,0.5005695323020952,4.762600965001914,1,0,1.5,0,
392.0,-0.23380843756939598,-4.780560960340479,1,0,-1,1,0.23380843756939598,4.780560960340479,1,0,1.5,0,
394.0,0.03339618861621721,-4.783573932117218,1,0,-1,1,-0.03339618861621721,4.783573932117218,1,0,1.5,0,
396.0,0.30020654212614956,-4.771646346245881,1,0,-1,1,-0.30020654212614956,4.771646346245881,1,0,1.5,0,
398.0,0.5657869194023687,-4.744831646605909,1,0,-1,1,-0.5657869194023687,4.744831646605909,1,0,1.5,0,
400.0,0.8293063527280975,-4.7032300411203485,1,0,-1,1,-0.8293063527280975,4.7032300411203485,1,0,1.5,0,
402.0,1.0899412282014105,-4.646988139937197,1,0,-1,1,-1.0899412282014105,4.646988139937197,1,0,1.5,0,
404.0,1.3468778781069313,-4.576298446975451,1,0,-1,1,-1.3468778781069313,4.576298446975451,1,0,1.5,0,
406.0,1.599315139467678,-4.491398706563773,1,0,-1,1,-1.599315139467678,4.491398706563773,1,0,1.5,0,
408.0,1.8464668706719491,-4.392571107360586,1,0,-1,1,-1.8464668706719491,4.392571107360586,1,0,1.5,0,
410.0,2.0875644182089466,-4.280141346198055,1,0,-1,1,-2.0875644182089466,4.280141346198055,1,0,1.5,0,
412.0,2.321859025711,-4.154477554937457,1,0,-1,1,-2.321859025711,4.154477554937457,1,0,1.5,0,
414.0,2.5486241776893666,-4.015989093858383,1,0,-1,1,-2.5486241776893666,4.015989093858383,1,0,1.5,0,
416.0,2.767157870563905,-3.8651252155276405,1,0,-1,1,-2.767157870563905,3.8651252155276405,1,0,1.5,0,
418.0,2.9767848038238642,-3.7023736035043977,1,0,-1,1,-2.9767848038238642,3.7023736035043977,1,0,1.5,0,
420.0,3.176858484416768,-3.5282587906345637,1,0,-1,1,-3.176858484416768,3.5282587906345637,1,0,1.5,0,
422.0,3.3667632377440753,-3.3433404620684604,1,0,-1,1,-3.3667632377440753,3.3433404620684604,1,0,1.5,0,
424.0,3.5459161189450974,-3.1482116485002907,1,0,-1,1,-3.5459161189450974,3.1482116485002907,1,0,1.5,0,
426.0,3.713768718473465,-2.9434968154745076,1,0,-1,1,-3.713768718473465,2.9434968154745076,1,0,1.5,0,
428.0,3.8698088563123845,-2.7298498549319388,1,0,-1,1,-3.8698088563123845,2.7298498549319388,1,0,1.5,0,
430.0,4.013562159534691,-2.50795198547624,1,0,-1,1,-4.013562159534691,2.50795198547624,1,0,1.5,0,
432.0,4.144593518290334,-2.2785095681281087,1,0,-1,1,-4.144593518290334,2.2785095681281087,1,0,1.5,0,
434.0,4.262508415696101,-2.042251844599641,1,0,-1,1,-4.262508415696101,2.042251844599641,1,0,1.5,0,
436.0,4.366954127508746,-1.7999286053634682,1,0,-1,1,-4.366954127508746,1.7999286053634682,1,0,1.5,0,
438.0,4.457620787882171,-1.5523077950101223,1,0,-1,1,-4.457620787882171,1.5523077950101223,1,0,1.5,0,
440.0,4.534242317940339,-1.3001730625817096,1,0,-1,1,-4.534242317940339,1.3001730625817096,1,0,1.5,0,
442.0,4.596597214338765,-1.044321264739792,1,0,-1,1,-4.596597214338765,1.044321264739792,1,0,1.5,0,
444.0,4.644509195437612,-0.7855599297699415,1,0,-1,1,-4.644509195437612,0.7855599297699415,1,0,1.5,0,
446.0,4.677847703166765,-0.5247046905440995,1,0,-1,1,-4.677847703166765,0.5247046905440995,1,0,1.5,0,
448.0,4.696528259126508,-0.2625766946546505,1,0,-1,1,-4.696528259126508,0.2625766946546505,1,0,1.5,0,
450.0,4.700512673935204,-2.3025871201945255e-15,1,0,-1,1,-4.700512673935204,2.3025871201945255e-15,1,0,1.5,0,
452.0,4.689809109305809,0.26220103585873,1,0,-1,1,-4.689809109305809,-0.26220103585873,1,0,1.5,0,
454.0,4.66447199280497,0.5232043642377379,1,0,-1,1,-4.66447199280497,-0.5232043642377379,1,0,1.5,0,
456.0,4.624601785720212,0.7821928434489829,1,0,-1,1,-4.624601785720212,-0.7821928434489829,1,0,1.5,0,
458.0,4.570344604930699,1.0383568182196117,1,0,-1,1,-4.570344604930699,-1.0383568182196117,1,0,1.5,0,
460.0,4.501891700143896,1.2908966722021369,1,0,-1,1,-4.501891700143896,-1.2908966722021369,1,0,1.5,0,
